NOSE_x,NOSE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_EYE_x,LEFT_EYE_y,LEFT_HIP_x,LEFT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_WRIST_x,RIGHT_WRIST_y
0.4859478175640106,0.38151979446411133,0.5130633115768433,0.8200007677078247,0.5992387533187866,0.5027117133140564,0.496749609708786,0.3713890612125397,0.5224084258079529,0.5949290990829468,0.5274758338928223,0.7137986421585083,0.5643754005432129,0.43884384632110596,0.571485161781311,0.5120267271995544,0.450151652097702,0.8239668607711792,0.3811841905117035,0.5256503224372864,0.46635574102401733,0.37320470809936523,0.42711398005485535,0.5930970311164856,0.43847525119781494,0.7156974077224731,0.3976564407348633,0.44305628538131714,0.4459996223449707,0.47532427310943604
0.4850340485572815,0.3886638879776001,0.5133450627326965,0.8174211382865906,0.574950098991394,0.5191313624382019,0.4966902732849121,0.3765158951282501,0.5187232494354248,0.5986101627349854,0.5271353721618652,0.7137940526008606,0.5560302138328552,0.44417622685432434,0.5624127984046936,0.46630799770355225,0.4473969042301178,0.8237776756286621,0.42055875062942505,0.5256456136703491,0.46617528796195984,0.3794621527194977,0.4270426630973816,0.5936870574951172,0.43848294019699097,0.7153058052062988,0.39759561419487,0.4454789161682129,0.46050676703453064,0.45922741293907166
0.4856656491756439,0.38648852705955505,0.5118401646614075,0.8223450183868408,0.5632851123809814,0.5193844437599182,0.49722883105278015,0.3754921853542328,0.507175624370575,0.600237250328064,0.526789665222168,0.7152440547943115,0.5491335391998291,0.44549521803855896,0.6088414192199707,0.5107156038284302,0.4474140405654907,0.8371589183807373,0.42865365743637085,0.5273028016090393,0.4662066698074341,0.3777483403682709,0.42704182863235474,0.5953361988067627,0.4395962953567505,0.7206240296363831,0.401739239692688,0.4453856647014618,0.533790111541748,0.4734221398830414
0.48789894580841064,0.38620641827583313,0.48266908526420593,0.8092231154441833,0.5435358285903931,0.5168779492378235,0.49848711490631104,0.37535378336906433,0.5045739412307739,0.6000876426696777,0.5523815751075745,0.7098642587661743,0.5315127968788147,0.44504818320274353,0.5925689935684204,0.5512681603431702,0.4273333251476288,0.8383845090866089,0.4283904433250427,0.5294767618179321,0.46736764907836914,0.377621591091156,0.43455421924591064,0.5959051847457886,0.43966302275657654,0.7204782962799072,0.40557730197906494,0.44484034180641174,0.5386013388633728,0.5473989248275757
0.49126651883125305,0.38095828890800476,0.4639289081096649,0.7943776249885559,0.5383554100990295,0.5254278182983398,0.49992215633392334,0.3704060912132263,0.5062627792358398,0.5993653535842896,0.5475359559059143,0.7108895778656006,0.532027542591095,0.4463050067424774,0.5761037468910217,0.5930785536766052,0.42909306287765503,0.8380950093269348,0.42058929800987244,0.5293907523155212,0.46804243326187134,0.37190577387809753,0.4422367215156555,0.5960044264793396,0.4397497773170471,0.7202088832855225,0.41125738620758057,0.4408927857875824,0.44231438636779785,0.6077772974967957
0.49726247787475586,0.37404340505599976,0.4544316828250885,0.7752797603607178,0.5145691633224487,0.5130046010017395,0.5028906464576721,0.3640556335449219,0.50724196434021,0.5882636308670044,0.5453946590423584,0.7086736559867859,0.5190551280975342,0.43406185507774353,0.5249273777008057,0.5719178318977356,0.4281446635723114,0.8383175134658813,0.4167124032974243,0.5149379968643188,0.47262319922447205,0.365551620721817,0.46487319469451904,0.5862470269203186,0.4506874084472656,0.7104532718658447,0.42848458886146545,0.43224281072616577,0.3345198333263397,0.5762326121330261
0.502478837966919,0.368648886680603,0.4794360399246216,0.7595317959785461,0.5230357646942139,0.49650394916534424,0.5070860385894775,0.35939088463783264,0.5184728503227234,0.5825738906860352,0.5901848077774048,0.7005853056907654,0.5223976373672485,0.4282188415527344,0.5340895652770996,0.5580872297286987,0.44078654050827026,0.8373034596443176,0.3795105814933777,0.49326804280281067,0.4789629578590393,0.36106666922569275,0.47777748107910156,0.5805319547653198,0.4697638750076294,0.7033042907714844,0.4333661198616028,0.4258897304534912,0.25886270403862,0.5480722784996033
0.5073835253715515,0.3704525828361511,0.5104891061782837,0.77114337682724,0.5330153107643127,0.4781007468700409,0.5120135545730591,0.36079463362693787,0.5293312072753906,0.584636390209198,0.5736544132232666,0.6986703276634216,0.5261372923851013,0.43038350343704224,0.5152420997619629,0.42875444889068604,0.4364357888698578,0.8370140790939331,0.3523751199245453,0.4753938913345337,0.48594677448272705,0.3626388907432556,0.48611509799957275,0.58232581615448,0.4810592830181122,0.7055271863937378,0.4353529214859009,0.4263317584991455,0.2186669260263443,0.49080759286880493
0.5222183465957642,0.3889864385128021,0.5089794397354126,0.7941063642501831,0.5362638831138611,0.4852548837661743,0.5260599851608276,0.38147762417793274,0.5289089679718018,0.6010397672653198,0.5510785579681396,0.7100919485092163,0.5284046530723572,0.45153433084487915,0.571242094039917,0.476592093706131,0.4351382255554199,0.8365407586097717,0.33151960372924805,0.4635130763053894,0.5007091164588928,0.38097554445266724,0.49245384335517883,0.5975995063781738,0.5044586658477783,0.711523175239563,0.4402144253253937,0.44130054116249084,0.20443369448184967,0.45817139744758606
0.5369203686714172,0.39785680174827576,0.4739592969417572,0.8205116391181946,0.5333559513092041,0.4973716735839844,0.5370643734931946,0.3899599611759186,0.5282819867134094,0.6120691299438477,0.5258734226226807,0.7173205614089966,0.5296601057052612,0.45643746852874756,0.4794378876686096,0.4837192893028259,0.4362204670906067,0.8379188179969788,0.41755345463752747,0.47271260619163513,0.5155434012413025,0.39016294479370117,0.4970652163028717,0.6111883521080017,0.5208653807640076,0.7255308032035828,0.4536758065223694,0.4524022340774536,0.4887024462223053,0.4425990879535675
0.5375460982322693,0.3946418762207031,0.5248692035675049,0.8187364935874939,0.6131404042243958,0.5042644739151001,0.5431481003761292,0.3869836926460266,0.5526787042617798,0.6066456437110901,0.5576481819152832,0.7050618529319763,0.5717434883117676,0.4554356634616852,0.6754635572433472,0.5289735198020935,0.446152001619339,0.8278137445449829,0.3952438235282898,0.48158836364746094,0.5195313692092896,0.38687756657600403,0.49205413460731506,0.6065059900283813,0.511810302734375,0.7093551158905029,0.452323317527771,0.4429227113723755,0.32185491919517517,0.5362886190414429
0.5317620635032654,0.39178794622421265,0.555967390537262,0.8008501529693604,0.6360752582550049,0.5075820684432983,0.5392758250236511,0.38674604892730713,0.575522243976593,0.5880427956581116,0.5919725894927979,0.687675952911377,0.5944545269012451,0.4530440866947174,0.6906800866127014,0.5584010481834412,0.4594268202781677,0.8004587292671204,0.41488853096961975,0.5001726150512695,0.5146872401237488,0.3851615786552429,0.4929136037826538,0.591029942035675,0.5030992031097412,0.6853219270706177,0.454586923122406,0.43924230337142944,0.38961607217788696,0.5730733871459961
0.5221391916275024,0.3912672698497772,0.5791968107223511,0.7931506037712097,0.6298906803131104,0.5099765062332153,0.5391031503677368,0.3844716548919678,0.5760733485221863,0.5848648548126221,0.597942590713501,0.6912749409675598,0.603691577911377,0.4500793218612671,0.6461397409439087,0.5623146891593933,0.47312963008880615,0.7437375783920288,0.43524986505508423,0.5145115852355957,0.5141665935516357,0.38455650210380554,0.49361738562583923,0.5825283527374268,0.5073605179786682,0.6640516519546509,0.4536323547363281,0.4404730498790741,0.48099762201309204,0.5612731575965881
0.5054579973220825,0.39101019501686096,0.5773235559463501,0.7860528230667114,0.6437551975250244,0.5138150453567505,0.5254403948783875,0.38321322202682495,0.5768771171569824,0.5788143277168274,0.5909512639045715,0.6805171966552734,0.614896297454834,0.44474297761917114,0.5678793787956238,0.5536960959434509,0.48925766348838806,0.7327500581741333,0.43173685669898987,0.51078861951828,0.5038891434669495,0.38430124521255493,0.493278443813324,0.5770415663719177,0.5035984516143799,0.6676055192947388,0.4659481644630432,0.4389835596084595,0.5087332725524902,0.5245287418365479
0.49573978781700134,0.39065638184547424,0.5803837776184082,0.7755873203277588,0.6245000958442688,0.5109530091285706,0.5142032504081726,0.3825421929359436,0.5773895978927612,0.5773800611495972,0.5950310826301575,0.6779585480690002,0.6139070987701416,0.4349101185798645,0.5040159225463867,0.5110607147216797,0.5150282382965088,0.7440796494483948,0.42880967259407043,0.504155695438385,0.5002162456512451,0.3837403357028961,0.49273279309272766,0.5758720636367798,0.5012167692184448,0.6772735714912415,0.47044292092323303,0.4357868731021881,0.5309634208679199,0.48119497299194336
0.4940250813961029,0.39501678943634033,0.5816507339477539,0.7789281010627747,0.5412145853042603,0.4784533977508545,0.5091147422790527,0.38575479388237,0.5729946494102478,0.5799169540405273,0.592741072177887,0.6833993196487427,0.6092554926872253,0.4335569143295288,0.4745253026485443,0.4635005295276642,0.5256812572479248,0.7573221921920776,0.43722307682037354,0.4913795292377472,0.49933740496635437,0.3864656090736389,0.49218565225601196,0.577961266040802,0.48938634991645813,0.6815291047096252,0.4770206809043884,0.4359670877456665,0.5505918264389038,0.4844517409801483
0.48490726947784424,0.3985084295272827,0.6027276515960693,0.7777388095855713,0.5447590351104736,0.48049095273017883,0.5018672347068787,0.389819473028183,0.571832537651062,0.5851936340332031,0.576453685760498,0.6922568678855896,0.6029598712921143,0.4348941743373871,0.46760761737823486,0.541015088558197,0.5449243187904358,0.759354293346405,0.4826944172382355,0.5116690993309021,0.4935056269168854,0.3907109498977661,0.49165263772010803,0.5844289064407349,0.47849905490875244,0.6900067925453186,0.47591155767440796,0.4464198350906372,0.5056170225143433,0.558796763420105
0.4870077669620514,0.4001501798629761,0.5917794108390808,0.778073251247406,0.6288416385650635,0.4692049026489258,0.5038058757781982,0.3912161588668823,0.571190595626831,0.5821343660354614,0.5648928284645081,0.6887773275375366,0.6019629836082458,0.4356667995452881,0.6809239983558655,0.47361016273498535,0.5495621562004089,0.7716684937477112,0.49498865008354187,0.5131624341011047,0.49126875400543213,0.39127516746520996,0.49228063225746155,0.58147132396698,0.4905659854412079,0.6890663504600525,0.4730544090270996,0.4486316442489624,0.4958131015300751,0.5650332570075989
